Date,Product ID,Product Name ,Amount,Cost,Price($),State,Profit,Lookup Id,Lookup Price,LookUp Name
16/08/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,22,2.74,16.99,Sold-out,14.25,,,
17/08/2021,58,Coolwee Clear Glitter Compatible iPhone 13 Case Flower Slim Cute Crystal Lace Bling Shiny Women Girl Floral Hard Back Soft TPU Bumper Protective Cover Compatible Apple iPhone 13 6.1 inch Mandala Henna,12,3.88,11.99,Sold-out,8.11,,,
18/08/2021,21,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (Blue),10,7.19,9.99,Sold-out,2.8,,,
19/08/2021,68,"HOTWAV 2022 Designed for iPhone 13 Case | Soft Texture | Translucent Matte Back | Anti -Scratchi | Dirt-Resistanti | Slim Fit for iPhone 13 6.1"" - Black",10,2.79,2.99,Sold-out,0.2,,,
20/08/2021,18,Mkeke Compatible with iPhone 13 Case Clear Transparent Shockproof Protective Bumpers Phone Cases for iPhone 13 Released 2021,12,3.3,13.99,Sold-out,10.69,,,
21/08/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,18,9.44,16.99,Sold-out,7.55,,,
22/08/2021,72,Apple Silicone Case with MagSafe (for iPhone 13 Pro) - Pink Pomelo,21,47.32,49,Sold-out,1.68,,,
23/08/2021,49,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (HD Clear),15,2.45,7.99,Sold-out,5.54,,,
24/08/2021,50,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,3,0.36,39.95,Sold-out,39.59,,,
25/08/2021,42,iPhone 13 Pro CaseBlack Gold Marble for Girls Womens Pattern Design Shockproof Anti-Scratch Case for Apple iPhone 13 Pro 6.1-inch,6,5.22,11.99,Sold-out,6.77,,,
26/08/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,14,3.57,5.94,Sold-out,2.37,,,
27/08/2021,6,CASEKOO Crystal Series for iPhone 13 case [Military Grade Drop Protection][Not Yellowing] Shockproof Protective Phone Case Slim Cover 6.1 inch 2021 Pink,16,9.84,21.99,Sold-out,12.15,,,
28/08/2021,57,LUPA Legacy iPhone 13 Wallet Case - Case with Card Holder - [Slim + Durable] for Women and Men - iPhone 13 Flip Cell Phone case - Faux Leather - Folio Cover - Caramel Brown,9,13.85,22.99,Sold-out,9.14,,,
29/08/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,14,16.55,19.99,Sold-out,3.44,,,
30/08/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,1,14.11,19.54,Sold-out,5.43,,,
31/08/2021,89,ACKETBOX for iPhone 13 Case with Screen Protector and Camera Protective Filmï¼ŒHeavy Duty PC Back Case + Front Cover and Clear TPU Full Body Protective Cover for iPhone 13 6.1 inch 2021 (Flowers),19,9,15.98,Sold-out,6.98,,,
01/09/2021,81,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Green),11,7.04,12.89,Sold-out,5.85,,,
02/09/2021,85,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red,6,2.6,12.99,Sold-out,10.39,,,
03/09/2021,9,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Black),21,15.13,15.99,Sold-out,0.86,,,
04/09/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,10,6.96,15.29,Sold-out,8.33,,,
05/09/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,8,1.7,9.99,Sold-out,8.29,,,
06/09/2021,11,GVIEWIN Designed for iPhone 13 Case 6.1 Inch with Tempered Glass Screen Protector + Camera Lens Protector Clear Flower Soft & Flexible Shockproof Floral Women Phone Cover (Abundant Blossom/White),16,16.68,16.99,Sold-out,0.31,,,
07/09/2021,23,ORNARTO Shockproof Liquid Silicone Designed for iPhone 13 Case Gel Rubber Full Body Protection Anti-Shock Cover Case Drop Protection 6.1inch-Blue,18,1.68,14.98,Sold-out,13.3,,,
08/09/2021,43,Miracase Compatible with iPhone 13 case 6.1 inch [Glass Instead Plastic] with Built-in 9H Tempered Glass Screen Protector for iPhone 132021 Upgrade Full-Body Glass Clear Case Dark Blue,11,16.16,17.99,Sold-out,1.83,,,
09/09/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),20,2.03,16.14,Sold-out,14.11,,,
10/09/2021,34,Spigen Ultra Hybrid Mag [Anti-Yellowing Technology] Compatible with MagSafe Designed for iPhone 13 Pro Case (2021) - Black,11,18.78,21.99,Sold-out,3.21,,,
11/09/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,10,13.88,15.29,Sold-out,1.41,,,
12/09/2021,14,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Pink,16,2.6,19.99,Sold-out,17.39,,,
13/09/2021,19,Mkeke Compatible with iPhone 13 Case Blue Transparent Shockproof Protective Phone Cases for iPhone 13 Released 2021 Blue,9,3.46,15.99,Sold-out,12.53,,,
14/09/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,8,12.72,19.98,Sold-out,7.26,,,
15/09/2021,24,Humixx Crystal Clear Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Protection] [Anti-Scratch] Hard PC Back and Soft TPU Bumper Shockproof Protective 13 Phone Case Cover 6.1 Inch,11,8.77,17.99,Sold-out,9.22,,,
16/09/2021,80,LOZOP Compatible with iPhone 13 Case Military Grade Shockproof Cover Protective Phone Case with Screen Protector for iPhone 13 6.1 Inch (Black),4,8.2,12.89,Sold-out,4.69,,,
17/09/2021,26,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Navy Blue,6,0.77,14.99,Sold-out,14.22,,,
18/09/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,9,0.35,15.29,Sold-out,14.94,,,
19/09/2021,27,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Brown,2,11.75,15.99,Sold-out,4.24,,,
20/09/2021,30,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Sparkly Shockproof Protective Cute Slim Thin Phone Cases Cover for Women Girls - 6.1 inch 2021,9,0.58,5.94,Sold-out,5.36,,,
21/09/2021,18,Mkeke Compatible with iPhone 13 Case Clear Transparent Shockproof Protective Bumpers Phone Cases for iPhone 13 Released 2021,12,2.17,13.99,Sold-out,11.82,,,
22/09/2021,76,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Dark Blue,9,8.68,12.99,Sold-out,4.31,,,
23/09/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,5,13.3,19.54,Sold-out,6.24,,,
24/09/2021,10,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Light Green),16,0.61,17.99,Sold-out,17.38,,,
25/09/2021,39,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Red Crystal,15,4.03,16.99,Sold-out,12.96,,,
26/09/2021,78,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case Slim Cover 6.7 inch 2021 Blue,5,6.89,19.54,Sold-out,12.65,,,
27/09/2021,86,Jmltech Compatible with iPhone 13 Pro Max Case Flower Clear Frosted Hard Back Slim Thin Cute Silicone Protective Women Camera Protection Phone Case for iPhone 13 Pro Max Mandala,10,8.29,9.99,Sold-out,1.7,,,
28/09/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,8,4.55,9.99,Sold-out,5.44,,,
29/09/2021,24,Humixx Crystal Clear Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Protection] [Anti-Scratch] Hard PC Back and Soft TPU Bumper Shockproof Protective 13 Phone Case Cover 6.1 Inch,17,3.4,17.99,Sold-out,14.59,,,
30/09/2021,91,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Black,21,5,12.98,Sold-out,7.98,,,
01/10/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,7,6.7,16.99,Sold-out,10.29,,,
02/10/2021,40,Spigen Ultra Hybrid Designed for iPhone 13 Pro Case (2021) - Frost Black,14,2.33,16.99,Sold-out,14.66,,,
03/10/2021,26,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Navy Blue,12,4.32,14.99,Sold-out,10.67,,,
04/10/2021,98,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,17,9.73,16.99,Sold-out,7.26,,,
05/10/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,5,8.5,14.99,Sold-out,6.49,,,
06/10/2021,65,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Nothin' to Hide,10,12.19,19.99,Sold-out,7.8,,,
07/10/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),15,6.15,16.14,Sold-out,9.99,,,
08/10/2021,64,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Black Tie Affair,5,4.54,19.99,Sold-out,15.45,,,
09/10/2021,8,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,8,3.43,39.95,Sold-out,36.52,,,
10/10/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,15,4.62,16.99,Sold-out,12.37,,,
11/10/2021,79,TJS Phone Case Compatible with Samsung Galaxy J7 2018/J7 Refine/J7 Star/J7 Eon/J7 TOP/J7 Aero/J7 Crown/J7 Aura/J7 V 2nd Gen Metallic Brush Finish Inner Layer Protector Cover (Rose Gold),14,10.22,10.99,Sold-out,0.77,,,
12/10/2021,98,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,10,6.88,16.99,Sold-out,10.11,,,
13/10/2021,46,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Cobalt Blue),13,11.98,11.99,Sold-out,0.01,,,
14/10/2021,53,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),14,7.92,9.99,Sold-out,2.07,,,
15/10/2021,24,Humixx Crystal Clear Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Protection] [Anti-Scratch] Hard PC Back and Soft TPU Bumper Shockproof Protective 13 Phone Case Cover 6.1 Inch,13,5.84,17.99,Sold-out,12.15,,,
16/10/2021,19,Mkeke Compatible with iPhone 13 Case Blue Transparent Shockproof Protective Phone Cases for iPhone 13 Released 2021 Blue,8,14.66,15.99,Sold-out,1.33,,,
17/10/2021,34,Spigen Ultra Hybrid Mag [Anti-Yellowing Technology] Compatible with MagSafe Designed for iPhone 13 Pro Case (2021) - Black,13,12.68,21.99,Sold-out,9.31,,,
18/10/2021,15,PELEPUES Shockproof Case for iPhone 13 6.1 inch [Embedded Finger Ring] Military Grade Phone Case Cover with Reinforced Metal Stand Kickstand [Support Magnetic Car Holder] for iPhone 13 Blue,4,2.38,18.99,Sold-out,16.61,,,
19/10/2021,90,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),12,17.43,30.99,Sold-out,13.56,,,
20/10/2021,45,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),9,7.9,9.99,Sold-out,2.09,,,
21/10/2021,5,CASEKOO Crystal Clear Designed for iPhone 13 Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Slim Phone Case 6.1 inch 2021 Black,16,10.17,21.99,Sold-out,11.82,,,
22/10/2021,89,ACKETBOX for iPhone 13 Case with Screen Protector and Camera Protective Filmï¼ŒHeavy Duty PC Back Case + Front Cover and Clear TPU Full Body Protective Cover for iPhone 13 6.1 inch 2021 (Flowers),4,6.8,15.98,Sold-out,9.18,,,
23/10/2021,82,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Colette Blue,12,5.45,5.49,Sold-out,0.04,,,
24/10/2021,97,TAURI [3 in 1] Defender Designed for iPhone 13 Pro Case 6.1 Inch with 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector [Military Grade Protection] Shockproof Slim Thin,11,2.64,15.29,Sold-out,12.65,,,
25/10/2021,90,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),14,11.26,30.99,Sold-out,19.73,,,
26/10/2021,46,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Cobalt Blue),15,5.43,11.99,Sold-out,6.56,,,
27/10/2021,91,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Black,20,9.61,12.98,Sold-out,3.37,,,
28/10/2021,83,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower,6,1.09,5.99,Sold-out,4.9,,,
29/10/2021,83,ULAK Compatible with iPhone 12 Case/iPhone 12 Pro Clear Case Flower Patterned Slim Protective Designed Transparent Anti-Scratch Shockproof Phone Cover for Girls Women Fruit and Flower,16,4.24,5.99,Sold-out,1.75,,,
30/10/2021,38,Spigen Ultra Hybrid Designed for iPhone 13 Case (2021) - Frost Black,7,4.42,16.99,Sold-out,12.57,,,
31/10/2021,60,Diverbox for iPhone 13 Case [Shockproof] [Dropproof] [Dust-Proof]Heavy Duty Protection Phone Case Cover for Apple iPhone 13 (Dark Green),26,4.57,14.99,Sold-out,10.42,,,
01/11/2021,21,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (Blue),11,0.04,9.99,Sold-out,9.95,,,
02/11/2021,21,JETech Case Compatible with iPhone 13 6.1-Inch Shockproof Phone Bumper Cover Anti-Scratch Clear Back (Blue),2,6.1,9.99,Sold-out,3.89,,,
03/11/2021,51,i-Blason Cosmo Series Case for iPhone 13 6.1 inch (2021 Release) Slim Full-Body Stylish Protective Case with Built-in Screen Protector(Ameth),2,0.18,23.99,Sold-out,23.81,,,
04/11/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,16,7.19,14.99,Sold-out,7.8,,,
05/11/2021,11,GVIEWIN Designed for iPhone 13 Case 6.1 Inch with Tempered Glass Screen Protector + Camera Lens Protector Clear Flower Soft & Flexible Shockproof Floral Women Phone Cover (Abundant Blossom/White),15,14.93,16.99,Sold-out,2.06,,,
06/11/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),9,16.63,21.99,Sold-out,5.36,,,
07/11/2021,95,Elando Crystal Clear Case Compatible with iPhone 13 Pro Case Non-Yellowing Protective Shockproof Slim Thin Phone Case 6.1 inch Classic Blue,13,5.64,15.99,Sold-out,10.35,,,
08/11/2021,48,KEZiHOME Case for iPhone 13 Genuine Leather [RFID Blocking] Wallet Flip Magnetic Case with Card Slots Stand Shockproof Folio Phone Cover Compatible with iPhone 13 5G (6.1 inch) (Black/Brown),5,0.92,30.99,Sold-out,30.07,,,
09/11/2021,85,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Red,4,5.65,12.99,Sold-out,7.34,,,
10/11/2021,75,JIAXIUFEN Compatible with iPhone 13 Case Gold Sparkle Glitter Marble Slim Shockproof TPU Soft Rubber Silicone Cover Phone Case for iPhone 13 6.1 inch 2021 Blue,13,9.77,12.99,Sold-out,3.22,,,
11/11/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),17,3.35,16.14,Sold-out,12.79,,,
12/11/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,15,15.8,19.98,Sold-out,4.18,,,
13/11/2021,36,"Humixx Shockproof Designed for iPhone 13 Case [Military Grade Drop Tested] [Airbag Protection] Translucent Matte Back and Soft Edge Slim Case Compatible with iPhone 13 6.1"" 5G - Pine Green",4,23.2,24.99,Sold-out,1.79,,,
14/11/2021,92,Cordking iPhone 11 Case Silicone Ultra Slim Shockproof Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Fluorescent Green,3,0.25,13.98,Sold-out,13.73,,,
15/11/2021,70,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Black),15,10,21.99,Sold-out,11.99,,,
16/11/2021,65,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Nothin' to Hide,15,14.7,19.99,Sold-out,5.29,,,
17/11/2021,47,Smartish iPhone 13 Slim Case - Gripmunk - [Lightweight + Protective] Thin Grip Cover - Black Tie Affair,10,12.66,14.99,Sold-out,2.33,,,
18/11/2021,2,CASEKOO [Upgraded] Clear for iPhone 13 Case [Non-Yellowing] [Anti-Fingerprint] 8FT Military Grade Shockproof Protective Phone Case Non-Slip Cover Slim Fit 6.1 inch - (Matte Clear),21,1.69,16.14,Sold-out,14.45,,,
19/11/2021,12,GVIEWIN Designed for iPhone 13 Case 6.1 Inch with Tempered Glass Screen Protector + Camera Lens Protector Clear Flower Soft & Flexible Shockproof Floral Women Phone Cover (Buttercup/Purple),18,8.94,16.99,Sold-out,8.05,,,
20/11/2021,71,i-Blason Ares Case for iPhone 13 6.1 inch (2021 Release) Dual Layer Rugged Clear Bumper Case with Built-in Screen Protector(Peach),14,4.84,21.99,Sold-out,17.15,,,
21/11/2021,77,CASEKOO Crystal Clear Designed for iPhone 13 Pro Max Case [Not Yellowing] [Military Drop Protection] Shockproof Protective Phone Case 6.7 inch 2021 (Clear),15,16.03,16.14,Sold-out,0.11,,,
22/11/2021,93,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Gunmetal,10,7.32,17.99,Sold-out,10.67,,,
23/11/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,9,11.79,19.99,Sold-out,8.2,,,
24/11/2021,93,Spigen Tough Armor [Extreme Protection Tech] Designed for iPhone 13 Case (2021) - Gunmetal,4,9.11,17.99,Sold-out,8.88,,,
25/11/2021,42,iPhone 13 Pro CaseBlack Gold Marble for Girls Womens Pattern Design Shockproof Anti-Scratch Case for Apple iPhone 13 Pro 6.1-inch,10,0.48,11.99,Sold-out,11.51,,,
26/11/2021,57,LUPA Legacy iPhone 13 Wallet Case - Case with Card Holder - [Slim + Durable] for Women and Men - iPhone 13 Flip Cell Phone case - Faux Leather - Folio Cover - Caramel Brown,11,10.65,22.99,Sold-out,12.34,,,
27/11/2021,64,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Black Tie Affair,13,16.42,19.99,Sold-out,3.57,,,
28/11/2021,53,JETech Silicone Case Compatible with iPhone 13 6.1-Inch Silky-Soft Touch Full-Body Protective Phone Case Shockproof Cover with Microfiber Lining (Black),6,4.64,9.99,Sold-out,5.35,,,
29/11/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,10,2.75,9.99,Sold-out,7.24,,,
30/11/2021,29,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 Inch (Cherry Juice Pink),6,1.58,12.99,Sold-out,11.41,,,
01/12/2021,63,Spigen Ultra Hybrid S [Anti-Yellowing Technology] Designed for iPhone 13 Pro Max Case (2021) - Crystal Clear,13,3.27,16.99,Sold-out,13.72,,,
02/12/2021,41,iPhone 13 CaseSunflower Rose Pattern iPhone 13 Cases for Girls Women [Anti-Scratch] Soft TPU Shockproof Design Cover Case for iPhone 13ï¼ˆ6.1inchï¼‰,18,9.69,13.99,Sold-out,4.3,,,
03/12/2021,26,ORNARTO Compatible with iPhone 13 Case 6.1 Slim Liquid Silicone 3 Layers Full Covered Soft Gel Rubber Case Cover 6.1 inch-Navy Blue,9,6.7,14.99,Sold-out,8.29,,,
04/12/2021,44,Miracase Compatible with iPhone 13 case 6.1 inch 2021 Upgrade Full-Body Glass Clear Case Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 13Black,18,18.14,19.99,Sold-out,1.85,,,
05/12/2021,62,Spigen Ultra Hybrid Designed for iPhone 13 Pro Max Case (2021) - Matte Black,5,0.27,15.99,Sold-out,15.72,,,
06/12/2021,79,TJS Phone Case Compatible with Samsung Galaxy J7 2018/J7 Refine/J7 Star/J7 Eon/J7 TOP/J7 Aero/J7 Crown/J7 Aura/J7 V 2nd Gen Metallic Brush Finish Inner Layer Protector Cover (Rose Gold),6,2.39,10.99,Sold-out,8.6,,,
07/12/2021,66,CASEKOO for iPhone 13 Pro Case [Military Drop Protection] [Anti Fade] Shockproof Protective Phone Case Slim Thin Cover 6.1 inch 2021 Black,3,3.32,19.98,Sold-out,16.66,,,
08/12/2021,50,OTTERBOX COMMUTER SERIES Case for iPhone 13 (ONLY) - ROCK SKIP WAY,8,37.86,39.95,Sold-out,2.09,,,
09/12/2021,25,Humixx Designed for iPhone 13 Case [Not Yellowing] [Military Grade Drop Tested] [Anti-Scratch] Clear PC Back with Soft Black TPU Bumper Slim Fit Protective Cover for 13 Phone 6.1 Inch Bright Black,8,14.83,21.99,Sold-out,7.16,,,
10/12/2021,3,Cordking Designed for iPhone 13 Case Silicone Ultra Slim Shockproof Protective Phone Case with [Soft Anti-Scratch Microfiber Lining] 6.1 inch Blue,10,7.87,16.98,Sold-out,9.11,,,
11/12/2021,28,NTG [1st Generation] Designed for iPhone 13 Case Heavy-Duty Tough Rugged Lightweight Slim Shockproof Protective Case for iPhone 13 6.1 InchBlack,3,11.58,14.99,Sold-out,3.41,,,
12/12/2021,84,NKECXKJ Design for iPhone 13 Mini Phone Case with Screen Protector Card Holder Stand Kickstand Heavy Duty Slim Shockproof Hybrid Rugged Drop Protective Cover for Women Men Girls 5.4 inch Black,6,6.82,15.99,Sold-out,9.17,,,
13/12/2021,10,Red2Fire Designed for iPhone 13 Case with Built-in Screen Protector 360Â° Full Body Protective Cover Heavy Duty Lightweight Slim Shockproof Clear Phone Case for iPhone 13 6.1 inch (Light Green),11,6.82,17.99,Sold-out,11.17,,,
14/12/2021,31,JJGoo Compatible with iPhone 13 Case Clear Glitter Sparkle Bling Shock Absorption Protective Phone Cases Cute Slim Thin Cover for Women Girls (6.1 inch) 2021- Blue Glitter,16,3.65,9.99,Sold-out,6.34,,,
15/12/2021,19,Mkeke Compatible with iPhone 13 Case Blue Transparent Shockproof Protective Phone Cases for iPhone 13 Released 2021 Blue,8,15.53,15.99,Sold-out,0.46,,,
16/12/2021,41,iPhone 13 CaseSunflower Rose Pattern iPhone 13 Cases for Girls Women [Anti-Scratch] Soft TPU Shockproof Design Cover Case for iPhone 13ï¼ˆ6.1inchï¼‰,19,13.57,13.99,Sold-out,0.42,,,
17/12/2021,64,Smartish iPhone 13 Slim Case - Gripmunk Compatible with MagSafe [Lightweight + Protective] Thin Grip Cover with Microfiber Lining - Black Tie Affair,14,6.74,19.99,Sold-out,13.25,,,
18/12/2021,74,ESR Air Armor Case Compatible with iPhone 13 Case Military-Grade Drop Protection Shock-Absorbing Corners Yellowing-Resistant Hard Back Scratch Resistant Frosted Black,14,13.15,18.99,Sold-out,5.84,,,
19/12/2021,11,GVIEWIN Designed for iPhone 13 Case 6.1 Inch with Tempered Glass Screen Protector + Camera Lens Protector Clear Flower Soft & Flexible Shockproof Floral Women Phone Cover (Abundant Blossom/White),15,14.02,16.99,Sold-out,2.97,,,
20/12/2021,33,Spigen Liquid Air Armor Designed for iPhone 13 Pro Case (2021) - Navy Blue,15,0.83,16.99,Sold-out,16.16,,,
